passengerCount,WIFIAPTag,slice10min
1.2,T1-ZJF-2,2016-09-25-17-2
1.1,T1-ZJF-2,2016-09-25-17-3
1.3,T1-ZJF-2,2016-09-25-17-4
1.6,T1-ZJF-2,2016-09-25-17-5
1.5,T1-ZJF-2,2016-09-25-18-0
1.5,T1-ZJF-2,2016-09-25-18-1
1.8,T1-ZJF-2,2016-09-25-18-2
2.0,T1-ZJF-2,2016-09-25-18-3
1.9,T1-ZJF-2,2016-09-25-18-4
1.7,T1-ZJF-2,2016-09-25-18-5
15.9,T1-ZJF-4,2016-09-25-15-0
16.8,T1-ZJF-4,2016-09-25-15-1
15.2,T1-ZJF-4,2016-09-25-15-2
16.3,T1-ZJF-4,2016-09-25-15-3
17.1,T1-ZJF-4,2016-09-25-15-4
16.7,T1-ZJF-4,2016-09-25-15-5
16.2,T1-ZJF-4,2016-09-25-16-0
18.0,T1-ZJF-4,2016-09-25-16-1
14.5,T1-ZJF-4,2016-09-25-16-2
14.5,T1-ZJF-4,2016-09-25-16-3
15.8,T1-ZJF-4,2016-09-25-16-4
16.3,T1-ZJF-4,2016-09-25-16-5
16.7,T1-ZJF-4,2016-09-25-17-0
14.3,T1-ZJF-4,2016-09-25-17-1
11.7,T1-ZJF-4,2016-09-25-17-2
10.0,T1-ZJF-4,2016-09-25-17-3
9.6,T1-ZJF-4,2016-09-25-17-4
9.6,T1-ZJF-4,2016-09-25-17-5
10.3,T1-ZJF-4,2016-09-25-18-0
10.8,T1-ZJF-4,2016-09-25-18-1
8.6,T1-ZJF-4,2016-09-25-18-2
7.6,T1-ZJF-4,2016-09-25-18-3
8.5,T1-ZJF-4,2016-09-25-18-4
8.4,T1-ZJF-4,2016-09-25-18-5
4.0,T1-ZJF-5,2016-09-25-15-0
3.9,T1-ZJF-5,2016-09-25-15-1
4.0,T1-ZJF-5,2016-09-25-15-2
4.5,T1-ZJF-5,2016-09-25-15-3
4.9,T1-ZJF-5,2016-09-25-15-4
4.0,T1-ZJF-5,2016-09-25-15-5
4.0,T1-ZJF-5,2016-09-25-16-0
4.2,T1-ZJF-5,2016-09-25-16-1
4.6,T1-ZJF-5,2016-09-25-16-2
4.5,T1-ZJF-5,2016-09-25-16-3
4.1,T1-ZJF-5,2016-09-25-16-4
4.0,T1-ZJF-5,2016-09-25-16-5
4.4,T1-ZJF-5,2016-09-25-17-0
3.4,T1-ZJF-5,2016-09-25-17-1
3.3,T1-ZJF-5,2016-09-25-17-2
3.4,T1-ZJF-5,2016-09-25-17-3
4.2,T1-ZJF-5,2016-09-25-17-4
4.3,T1-ZJF-5,2016-09-25-17-5
4.2,T1-ZJF-5,2016-09-25-18-0
4.5,T1-ZJF-5,2016-09-25-18-1
4.7,T1-ZJF-5,2016-09-25-18-2
4.5,T1-ZJF-5,2016-09-25-18-3
4.4,T1-ZJF-5,2016-09-25-18-4
4.0,T1-ZJF-5,2016-09-25-18-5
3.1,W1-1A-1<W1-1-01>,2016-09-25-15-0
3.9,W1-1A-1<W1-1-01>,2016-09-25-15-1
4.0,W1-1A-1<W1-1-01>,2016-09-25-15-2
3.7,W1-1A-1<W1-1-01>,2016-09-25-15-3
4.3,W1-1A-1<W1-1-01>,2016-09-25-15-4
4.1,W1-1A-1<W1-1-01>,2016-09-25-15-5
3.5,W1-1A-1<W1-1-01>,2016-09-25-16-0
3.7,W1-1A-1<W1-1-01>,2016-09-25-16-1
3.4,W1-1A-1<W1-1-01>,2016-09-25-16-2
2.8,W1-1A-1<W1-1-01>,2016-09-25-16-3
2.4,W1-1A-1<W1-1-01>,2016-09-25-16-4
3.6,W1-1A-1<W1-1-01>,2016-09-25-16-5
4.2,W1-1A-1<W1-1-01>,2016-09-25-17-0
3.9,W1-1A-1<W1-1-01>,2016-09-25-17-1
4.0,W1-1A-1<W1-1-01>,2016-09-25-17-2
4.4,W1-1A-1<W1-1-01>,2016-09-25-17-3
5.2,W1-1A-1<W1-1-01>,2016-09-25-17-4
5.6,W1-1A-1<W1-1-01>,2016-09-25-17-5
5.3,W1-1A-1<W1-1-01>,2016-09-25-18-0
4.8,W1-1A-1<W1-1-01>,2016-09-25-18-1
5.1,W1-1A-1<W1-1-01>,2016-09-25-18-2
4.6,W1-1A-1<W1-1-01>,2016-09-25-18-3
4.4,W1-1A-1<W1-1-01>,2016-09-25-18-4
3.4,W1-1A-1<W1-1-01>,2016-09-25-18-5
11.6,W1-1A-2<W1-1-02>,2016-09-25-15-0
13.1,W1-1A-2<W1-1-02>,2016-09-25-15-1
13.6,W1-1A-2<W1-1-02>,2016-09-25-15-2
11.9,W1-1A-2<W1-1-02>,2016-09-25-15-3
12.1,W1-1A-2<W1-1-02>,2016-09-25-15-4
11.4,W1-1A-2<W1-1-02>,2016-09-25-15-5
12.7,W1-1A-2<W1-1-02>,2016-09-25-16-0
12.3,W1-1A-2<W1-1-02>,2016-09-25-16-1
10.9,W1-1A-2<W1-1-02>,2016-09-25-16-2
10.3,W1-1A-2<W1-1-02>,2016-09-25-16-3
10.0,W1-1A-2<W1-1-02>,2016-09-25-16-4
10.4,W1-1A-2<W1-1-02>,2016-09-25-16-5
11.2,W1-1A-2<W1-1-02>,2016-09-25-17-0
12.7,W1-1A-2<W1-1-02>,2016-09-25-17-1
14.0,W1-1A-2<W1-1-02>,2016-09-25-17-2
14.9,W1-1A-2<W1-1-02>,2016-09-25-17-3
17.3,W1-1A-2<W1-1-02>,2016-09-25-17-4
18.8,W1-1A-2<W1-1-02>,2016-09-25-17-5
19.4,W1-1A-2<W1-1-02>,2016-09-25-18-0
18.4,W1-1A-2<W1-1-02>,2016-09-25-18-1
17.1,W1-1A-2<W1-1-02>,2016-09-25-18-2
16.7,W1-1A-2<W1-1-02>,2016-09-25-18-3
14.8,W1-1A-2<W1-1-02>,2016-09-25-18-4
12.9,W1-1A-2<W1-1-02>,2016-09-25-18-5
11.7,W1-1A-3<W1-1-03>,2016-09-25-15-0
12.7,W1-1A-3<W1-1-03>,2016-09-25-15-1
13.9,W1-1A-3<W1-1-03>,2016-09-25-15-2
12.4,W1-1A-3<W1-1-03>,2016-09-25-15-3
11.3,W1-1A-3<W1-1-03>,2016-09-25-15-4
9.9,W1-1A-3<W1-1-03>,2016-09-25-15-5
10.7,W1-1A-3<W1-1-03>,2016-09-25-16-0
11.2,W1-1A-3<W1-1-03>,2016-09-25-16-1
12.1,W1-1A-3<W1-1-03>,2016-09-25-16-2
10.4,W1-1A-3<W1-1-03>,2016-09-25-16-3
7.8,W1-1A-3<W1-1-03>,2016-09-25-16-4
8.6,W1-1A-3<W1-1-03>,2016-09-25-16-5
9.4,W1-1A-3<W1-1-03>,2016-09-25-17-0
9.9,W1-1A-3<W1-1-03>,2016-09-25-17-1
11.3,W1-1A-3<W1-1-03>,2016-09-25-17-2
11.7,W1-1A-3<W1-1-03>,2016-09-25-17-3
12.3,W1-1A-3<W1-1-03>,2016-09-25-17-4
13.2,W1-1A-3<W1-1-03>,2016-09-25-17-5
13.8,W1-1A-3<W1-1-03>,2016-09-25-18-0
16.1,W1-1A-3<W1-1-03>,2016-09-25-18-1
15.8,W1-1A-3<W1-1-03>,2016-09-25-18-2
13.9,W1-1A-3<W1-1-03>,2016-09-25-18-3
14.4,W1-1A-3<W1-1-03>,2016-09-25-18-4
12.5,W1-1A-3<W1-1-03>,2016-09-25-18-5
8.6,W1-1A-4<W1-1-04>,2016-09-25-15-0
8.9,W1-1A-4<W1-1-04>,2016-09-25-15-1
9.4,W1-1A-4<W1-1-04>,2016-09-25-15-2
9.7,W1-1A-4<W1-1-04>,2016-09-25-15-3
8.9,W1-1A-4<W1-1-04>,2016-09-25-15-4
7.7,W1-1A-4<W1-1-04>,2016-09-25-15-5
7.3,W1-1A-4<W1-1-04>,2016-09-25-16-0
7.8,W1-1A-4<W1-1-04>,2016-09-25-16-1
7.4,W1-1A-4<W1-1-04>,2016-09-25-16-2
5.8,W1-1A-4<W1-1-04>,2016-09-25-16-3
5.0,W1-1A-4<W1-1-04>,2016-09-25-16-4
5.5,W1-1A-4<W1-1-04>,2016-09-25-16-5
6.5,W1-1A-4<W1-1-04>,2016-09-25-17-0
8.3,W1-1A-4<W1-1-04>,2016-09-25-17-1
8.6,W1-1A-4<W1-1-04>,2016-09-25-17-2
8.9,W1-1A-4<W1-1-04>,2016-09-25-17-3
9.7,W1-1A-4<W1-1-04>,2016-09-25-17-4
10.2,W1-1A-4<W1-1-04>,2016-09-25-17-5
10.9,W1-1A-4<W1-1-04>,2016-09-25-18-0
11.0,W1-1A-4<W1-1-04>,2016-09-25-18-1
10.3,W1-1A-4<W1-1-04>,2016-09-25-18-2
9.3,W1-1A-4<W1-1-04>,2016-09-25-18-3
8.2,W1-1A-4<W1-1-04>,2016-09-25-18-4
8.4,W1-1A-4<W1-1-04>,2016-09-25-18-5
12.3,W1-1A-5<W1-1-05>,2016-09-25-15-0
12.1,W1-1A-5<W1-1-05>,2016-09-25-15-1
12.9,W1-1A-5<W1-1-05>,2016-09-25-15-2
13.6,W1-1A-5<W1-1-05>,2016-09-25-15-3
12.3,W1-1A-5<W1-1-05>,2016-09-25-15-4
12.6,W1-1A-5<W1-1-05>,2016-09-25-15-5
13.2,W1-1A-5<W1-1-05>,2016-09-25-16-0
13.9,W1-1A-5<W1-1-05>,2016-09-25-16-1
14.9,W1-1A-5<W1-1-05>,2016-09-25-16-2
13.2,W1-1A-5<W1-1-05>,2016-09-25-16-3
11.1,W1-1A-5<W1-1-05>,2016-09-25-16-4
11.6,W1-1A-5<W1-1-05>,2016-09-25-16-5
11.8,W1-1A-5<W1-1-05>,2016-09-25-17-0
13.2,W1-1A-5<W1-1-05>,2016-09-25-17-1
14.5,W1-1A-5<W1-1-05>,2016-09-25-17-2
15.0,W1-1A-5<W1-1-05>,2016-09-25-17-3
15.1,W1-1A-5<W1-1-05>,2016-09-25-17-4
16.4,W1-1A-5<W1-1-05>,2016-09-25-17-5
18.3,W1-1A-5<W1-1-05>,2016-09-25-18-0
18.7,W1-1A-5<W1-1-05>,2016-09-25-18-1
19.4,W1-1A-5<W1-1-05>,2016-09-25-18-2
18.5,W1-1A-5<W1-1-05>,2016-09-25-18-3
16.3,W1-1A-5<W1-1-05>,2016-09-25-18-4
15.4,W1-1A-5<W1-1-05>,2016-09-25-18-5
12.7,W1-2A-1<W1-2-11>,2016-09-25-15-0
13.8,W1-2A-1<W1-2-11>,2016-09-25-15-1
12.5,W1-2A-1<W1-2-11>,2016-09-25-15-2
9.9,W1-2A-1<W1-2-11>,2016-09-25-15-3
8.4,W1-2A-1<W1-2-11>,2016-09-25-15-4
8.6,W1-2A-1<W1-2-11>,2016-09-25-15-5
7.3,W1-2A-1<W1-2-11>,2016-09-25-16-0
8.0,W1-2A-1<W1-2-11>,2016-09-25-16-1
8.8,W1-2A-1<W1-2-11>,2016-09-25-16-2
8.3,W1-2A-1<W1-2-11>,2016-09-25-16-3
8.0,W1-2A-1<W1-2-11>,2016-09-25-16-4
6.8,W1-2A-1<W1-2-11>,2016-09-25-16-5
6.0,W1-2A-1<W1-2-11>,2016-09-25-17-0
6.0,W1-2A-1<W1-2-11>,2016-09-25-17-1
6.3,W1-2A-1<W1-2-11>,2016-09-25-17-2
6.3,W1-2A-1<W1-2-11>,2016-09-25-17-3
6.7,W1-2A-1<W1-2-11>,2016-09-25-17-4
8.1,W1-2A-1<W1-2-11>,2016-09-25-17-5
8.8,W1-2A-1<W1-2-11>,2016-09-25-18-0
9.5,W1-2A-1<W1-2-11>,2016-09-25-18-1
9.0,W1-2A-1<W1-2-11>,2016-09-25-18-2
9.5,W1-2A-1<W1-2-11>,2016-09-25-18-3
11.2,W1-2A-1<W1-2-11>,2016-09-25-18-4
9.5,W1-2A-1<W1-2-11>,2016-09-25-18-5
3.9,W1-2A-2<W1-2-12>,2016-09-25-15-0
4.1,W1-2A-2<W1-2-12>,2016-09-25-15-1
4.3,W1-2A-2<W1-2-12>,2016-09-25-15-2
4.4,W1-2A-2<W1-2-12>,2016-09-25-15-3
4.2,W1-2A-2<W1-2-12>,2016-09-25-15-4
4.1,W1-2A-2<W1-2-12>,2016-09-25-15-5
4.3,W1-2A-2<W1-2-12>,2016-09-25-16-0
4.6,W1-2A-2<W1-2-12>,2016-09-25-16-1
4.3,W1-2A-2<W1-2-12>,2016-09-25-16-2
4.2,W1-2A-2<W1-2-12>,2016-09-25-16-3
3.6,W1-2A-2<W1-2-12>,2016-09-25-16-4
3.6,W1-2A-2<W1-2-12>,2016-09-25-16-5
3.2,W1-2A-2<W1-2-12>,2016-09-25-17-0
3.4,W1-2A-2<W1-2-12>,2016-09-25-17-1
3.3,W1-2A-2<W1-2-12>,2016-09-25-17-2
3.0,W1-2A-2<W1-2-12>,2016-09-25-17-3
3.2,W1-2A-2<W1-2-12>,2016-09-25-17-4
3.5,W1-2A-2<W1-2-12>,2016-09-25-17-5
3.5,W1-2A-2<W1-2-12>,2016-09-25-18-0
3.9,W1-2A-2<W1-2-12>,2016-09-25-18-1
3.9,W1-2A-2<W1-2-12>,2016-09-25-18-2
3.9,W1-2A-2<W1-2-12>,2016-09-25-18-3
3.8,W1-2A-2<W1-2-12>,2016-09-25-18-4
4.1,W1-2A-2<W1-2-12>,2016-09-25-18-5
0.9,W1-2A-3<W1-2-13>,2016-09-25-15-0
1.0,W1-2A-3<W1-2-13>,2016-09-25-15-1
1.0,W1-2A-3<W1-2-13>,2016-09-25-15-2
0.9,W1-2A-3<W1-2-13>,2016-09-25-15-3
0.7,W1-2A-3<W1-2-13>,2016-09-25-15-4
0.7,W1-2A-3<W1-2-13>,2016-09-25-15-5
0.7,W1-2A-3<W1-2-13>,2016-09-25-16-0
0.8,W1-2A-3<W1-2-13>,2016-09-25-16-1
0.9,W1-2A-3<W1-2-13>,2016-09-25-16-2
1.0,W1-2A-3<W1-2-13>,2016-09-25-16-3
0.7,W1-2A-3<W1-2-13>,2016-09-25-16-4
0.8,W1-2A-3<W1-2-13>,2016-09-25-16-5
0.8,W1-2A-3<W1-2-13>,2016-09-25-17-0
0.7,W1-2A-3<W1-2-13>,2016-09-25-17-1
0.9,W1-2A-3<W1-2-13>,2016-09-25-17-2
0.9,W1-2A-3<W1-2-13>,2016-09-25-17-3
1.2,W1-2A-3<W1-2-13>,2016-09-25-17-4
0.9,W1-2A-3<W1-2-13>,2016-09-25-17-5
0.9,W1-2A-3<W1-2-13>,2016-09-25-18-0
0.7,W1-2A-3<W1-2-13>,2016-09-25-18-1
0.7,W1-2A-3<W1-2-13>,2016-09-25-18-2
0.8,W1-2A-3<W1-2-13>,2016-09-25-18-3
0.7,W1-2A-3<W1-2-13>,2016-09-25-18-4
0.7,W1-2A-3<W1-2-13>,2016-09-25-18-5
0.8,W1-2A-4<W1-2-14>,2016-09-25-15-0
1.1,W1-2A-4<W1-2-14>,2016-09-25-15-1
0.7,W1-2A-4<W1-2-14>,2016-09-25-15-2
0.7,W1-2A-4<W1-2-14>,2016-09-25-15-3
0.6,W1-2A-4<W1-2-14>,2016-09-25-15-4
1.0,W1-2A-4<W1-2-14>,2016-09-25-15-5
0.7,W1-2A-4<W1-2-14>,2016-09-25-16-0
1.1,W1-2A-4<W1-2-14>,2016-09-25-16-1
0.8,W1-2A-4<W1-2-14>,2016-09-25-16-2
1.3,W1-2A-4<W1-2-14>,2016-09-25-16-3
1.2,W1-2A-4<W1-2-14>,2016-09-25-16-4
0.8,W1-2A-4<W1-2-14>,2016-09-25-16-5
0.6,W1-2A-4<W1-2-14>,2016-09-25-17-0
0.8,W1-2A-4<W1-2-14>,2016-09-25-17-1
1.2,W1-2A-4<W1-2-14>,2016-09-25-17-2
1.8,W1-2A-4<W1-2-14>,2016-09-25-17-3
1.4,W1-2A-4<W1-2-14>,2016-09-25-17-4
1.2,W1-2A-4<W1-2-14>,2016-09-25-17-5
0.9,W1-2A-4<W1-2-14>,2016-09-25-18-0
0.9,W1-2A-4<W1-2-14>,2016-09-25-18-1
0.9,W1-2A-4<W1-2-14>,2016-09-25-18-2
0.8,W1-2A-4<W1-2-14>,2016-09-25-18-3
0.8,W1-2A-4<W1-2-14>,2016-09-25-18-4
0.8,W1-2A-4<W1-2-14>,2016-09-25-18-5
2.6,W1-2A-5<W1-2-15>,2016-09-25-15-0
3.5,W1-2A-5<W1-2-15>,2016-09-25-15-1
4.0,W1-2A-5<W1-2-15>,2016-09-25-15-2
3.9,W1-2A-5<W1-2-15>,2016-09-25-15-3
4.1,W1-2A-5<W1-2-15>,2016-09-25-15-4
4.0,W1-2A-5<W1-2-15>,2016-09-25-15-5
4.0,W1-2A-5<W1-2-15>,2016-09-25-16-0
4.7,W1-2A-5<W1-2-15>,2016-09-25-16-1
4.8,W1-2A-5<W1-2-15>,2016-09-25-16-2
4.3,W1-2A-5<W1-2-15>,2016-09-25-16-3
4.0,W1-2A-5<W1-2-15>,2016-09-25-16-4
3.2,W1-2A-5<W1-2-15>,2016-09-25-16-5
3.2,W1-2A-5<W1-2-15>,2016-09-25-17-0
3.2,W1-2A-5<W1-2-15>,2016-09-25-17-1
3.4,W1-2A-5<W1-2-15>,2016-09-25-17-2
3.5,W1-2A-5<W1-2-15>,2016-09-25-17-3
3.2,W1-2A-5<W1-2-15>,2016-09-25-17-4
3.4,W1-2A-5<W1-2-15>,2016-09-25-17-5
3.8,W1-2A-5<W1-2-15>,2016-09-25-18-0
4.1,W1-2A-5<W1-2-15>,2016-09-25-18-1
3.6,W1-2A-5<W1-2-15>,2016-09-25-18-2
4.5,W1-2A-5<W1-2-15>,2016-09-25-18-3
4.6,W1-2A-5<W1-2-15>,2016-09-25-18-4
4.3,W1-2A-5<W1-2-15>,2016-09-25-18-5
3.0,W1-2A-6<W1-2-16>,2016-09-25-15-0
2.9,W1-2A-6<W1-2-16>,2016-09-25-15-1
2.8,W1-2A-6<W1-2-16>,2016-09-25-15-2
3.2,W1-2A-6<W1-2-16>,2016-09-25-15-3
2.8,W1-2A-6<W1-2-16>,2016-09-25-15-4
3.1,W1-2A-6<W1-2-16>,2016-09-25-15-5
3.4,W1-2A-6<W1-2-16>,2016-09-25-16-0
3.2,W1-2A-6<W1-2-16>,2016-09-25-16-1
3.1,W1-2A-6<W1-2-16>,2016-09-25-16-2
3.3,W1-2A-6<W1-2-16>,2016-09-25-16-3
2.6,W1-2A-6<W1-2-16>,2016-09-25-16-4
2.7,W1-2A-6<W1-2-16>,2016-09-25-16-5
2.1,W1-2A-6<W1-2-16>,2016-09-25-17-0
2.4,W1-2A-6<W1-2-16>,2016-09-25-17-1
2.8,W1-2A-6<W1-2-16>,2016-09-25-17-2
3.0,W1-2A-6<W1-2-16>,2016-09-25-17-3
2.9,W1-2A-6<W1-2-16>,2016-09-25-17-4
3.0,W1-2A-6<W1-2-16>,2016-09-25-17-5
2.9,W1-2A-6<W1-2-16>,2016-09-25-18-0
3.6,W1-2A-6<W1-2-16>,2016-09-25-18-1
3.8,W1-2A-6<W1-2-16>,2016-09-25-18-2
3.8,W1-2A-6<W1-2-16>,2016-09-25-18-3
3.4,W1-2A-6<W1-2-16>,2016-09-25-18-4
3.4,W1-2A-6<W1-2-16>,2016-09-25-18-5
5.6,W1-2C-1<W1-2-01>,2016-09-25-15-0
6.1,W1-2C-1<W1-2-01>,2016-09-25-15-1
5.6,W1-2C-1<W1-2-01>,2016-09-25-15-2
6.3,W1-2C-1<W1-2-01>,2016-09-25-15-3
5.3,W1-2C-1<W1-2-01>,2016-09-25-15-4
5.2,W1-2C-1<W1-2-01>,2016-09-25-15-5
5.6,W1-2C-1<W1-2-01>,2016-09-25-16-0
5.9,W1-2C-1<W1-2-01>,2016-09-25-16-1
5.8,W1-2C-1<W1-2-01>,2016-09-25-16-2
6.3,W1-2C-1<W1-2-01>,2016-09-25-16-3
6.5,W1-2C-1<W1-2-01>,2016-09-25-16-4
6.5,W1-2C-1<W1-2-01>,2016-09-25-16-5
7.4,W1-2C-1<W1-2-01>,2016-09-25-17-0
7.4,W1-2C-1<W1-2-01>,2016-09-25-17-1
7.3,W1-2C-1<W1-2-01>,2016-09-25-17-2
6.3,W1-2C-1<W1-2-01>,2016-09-25-17-3
6.4,W1-2C-1<W1-2-01>,2016-09-25-17-4
4.8,W1-2C-1<W1-2-01>,2016-09-25-17-5
5.0,W1-2C-1<W1-2-01>,2016-09-25-18-0
5.1,W1-2C-1<W1-2-01>,2016-09-25-18-1
5.7,W1-2C-1<W1-2-01>,2016-09-25-18-2
5.6,W1-2C-1<W1-2-01>,2016-09-25-18-3
5.8,W1-2C-1<W1-2-01>,2016-09-25-18-4
5.8,W1-2C-1<W1-2-01>,2016-09-25-18-5
4.1,W1-2C-2<W1-2-02>,2016-09-25-15-0
4.6,W1-2C-2<W1-2-02>,2016-09-25-15-1
4.6,W1-2C-2<W1-2-02>,2016-09-25-15-2
4.5,W1-2C-2<W1-2-02>,2016-09-25-15-3
3.1,W1-2C-2<W1-2-02>,2016-09-25-15-4
3.5,W1-2C-2<W1-2-02>,2016-09-25-15-5
3.1,W1-2C-2<W1-2-02>,2016-09-25-16-0
3.4,W1-2C-2<W1-2-02>,2016-09-25-16-1
3.8,W1-2C-2<W1-2-02>,2016-09-25-16-2
4.4,W1-2C-2<W1-2-02>,2016-09-25-16-3
3.6,W1-2C-2<W1-2-02>,2016-09-25-16-4
3.5,W1-2C-2<W1-2-02>,2016-09-25-16-5
3.2,W1-2C-2<W1-2-02>,2016-09-25-17-0
3.0,W1-2C-2<W1-2-02>,2016-09-25-17-1
3.4,W1-2C-2<W1-2-02>,2016-09-25-17-2
3.0,W1-2C-2<W1-2-02>,2016-09-25-17-3
3.7,W1-2C-2<W1-2-02>,2016-09-25-17-4
2.8,W1-2C-2<W1-2-02>,2016-09-25-17-5
3.3,W1-2C-2<W1-2-02>,2016-09-25-18-0
3.3,W1-2C-2<W1-2-02>,2016-09-25-18-1
3.3,W1-2C-2<W1-2-02>,2016-09-25-18-2
3.3,W1-2C-2<W1-2-02>,2016-09-25-18-3
2.7,W1-2C-2<W1-2-02>,2016-09-25-18-4
2.6,W1-2C-2<W1-2-02>,2016-09-25-18-5
3.2,W1-2C-3<W1-2-03>,2016-09-25-15-0
3.4,W1-2C-3<W1-2-03>,2016-09-25-15-1
3.9,W1-2C-3<W1-2-03>,2016-09-25-15-2
3.5,W1-2C-3<W1-2-03>,2016-09-25-15-3
4.0,W1-2C-3<W1-2-03>,2016-09-25-15-4
3.7,W1-2C-3<W1-2-03>,2016-09-25-15-5
3.4,W1-2C-3<W1-2-03>,2016-09-25-16-0
3.3,W1-2C-3<W1-2-03>,2016-09-25-16-1
3.6,W1-2C-3<W1-2-03>,2016-09-25-16-2
4.0,W1-2C-3<W1-2-03>,2016-09-25-16-3
4.3,W1-2C-3<W1-2-03>,2016-09-25-16-4
3.1,W1-2C-3<W1-2-03>,2016-09-25-16-5
2.3,W1-2C-3<W1-2-03>,2016-09-25-17-0
3.0,W1-2C-3<W1-2-03>,2016-09-25-17-1
4.1,W1-2C-3<W1-2-03>,2016-09-25-17-2
3.6,W1-2C-3<W1-2-03>,2016-09-25-17-3
3.1,W1-2C-3<W1-2-03>,2016-09-25-17-4
3.3,W1-2C-3<W1-2-03>,2016-09-25-17-5
3.4,W1-2C-3<W1-2-03>,2016-09-25-18-0
4.0,W1-2C-3<W1-2-03>,2016-09-25-18-1
3.1,W1-2C-3<W1-2-03>,2016-09-25-18-2
3.8,W1-2C-3<W1-2-03>,2016-09-25-18-3
3.1,W1-2C-3<W1-2-03>,2016-09-25-18-4
2.9,W1-2C-3<W1-2-03>,2016-09-25-18-5
2.6,W1-2C-4<W1-2-04>,2016-09-25-15-0
2.4,W1-2C-4<W1-2-04>,2016-09-25-15-1
1.8,W1-2C-4<W1-2-04>,2016-09-25-15-2
1.7,W1-2C-4<W1-2-04>,2016-09-25-15-3
2.0,W1-2C-4<W1-2-04>,2016-09-25-15-4
2.1,W1-2C-4<W1-2-04>,2016-09-25-15-5
2.3,W1-2C-4<W1-2-04>,2016-09-25-16-0
2.0,W1-2C-4<W1-2-04>,2016-09-25-16-1
2.1,W1-2C-4<W1-2-04>,2016-09-25-16-2
2.0,W1-2C-4<W1-2-04>,2016-09-25-16-3
1.7,W1-2C-4<W1-2-04>,2016-09-25-16-4
1.7,W1-2C-4<W1-2-04>,2016-09-25-16-5
1.7,W1-2C-4<W1-2-04>,2016-09-25-17-0
1.7,W1-2C-4<W1-2-04>,2016-09-25-17-1
2.1,W1-2C-4<W1-2-04>,2016-09-25-17-2
1.9,W1-2C-4<W1-2-04>,2016-09-25-17-3
2.4,W1-2C-4<W1-2-04>,2016-09-25-17-4
2.6,W1-2C-4<W1-2-04>,2016-09-25-17-5
2.7,W1-2C-4<W1-2-04>,2016-09-25-18-0
3.3,W1-2C-4<W1-2-04>,2016-09-25-18-1
3.3,W1-2C-4<W1-2-04>,2016-09-25-18-2
3.7,W1-2C-4<W1-2-04>,2016-09-25-18-3
3.2,W1-2C-4<W1-2-04>,2016-09-25-18-4
2.5,W1-2C-4<W1-2-04>,2016-09-25-18-5
1.8,W1-2C-5<W1-2-05>,2016-09-25-15-0
1.7,W1-2C-5<W1-2-05>,2016-09-25-15-1
1.9,W1-2C-5<W1-2-05>,2016-09-25-15-2
1.8,W1-2C-5<W1-2-05>,2016-09-25-15-3
2.3,W1-2C-5<W1-2-05>,2016-09-25-15-4
1.9,W1-2C-5<W1-2-05>,2016-09-25-15-5
2.2,W1-2C-5<W1-2-05>,2016-09-25-16-0
2.4,W1-2C-5<W1-2-05>,2016-09-25-16-1
2.2,W1-2C-5<W1-2-05>,2016-09-25-16-2
2.3,W1-2C-5<W1-2-05>,2016-09-25-16-3
2.2,W1-2C-5<W1-2-05>,2016-09-25-16-4
2.2,W1-2C-5<W1-2-05>,2016-09-25-16-5
2.1,W1-2C-5<W1-2-05>,2016-09-25-17-0
1.4,W1-2C-5<W1-2-05>,2016-09-25-17-1
1.9,W1-2C-5<W1-2-05>,2016-09-25-17-2
1.7,W1-2C-5<W1-2-05>,2016-09-25-17-3
1.6,W1-2C-5<W1-2-05>,2016-09-25-17-4
1.5,W1-2C-5<W1-2-05>,2016-09-25-17-5
2.1,W1-2C-5<W1-2-05>,2016-09-25-18-0
2.9,W1-2C-5<W1-2-05>,2016-09-25-18-1
2.8,W1-2C-5<W1-2-05>,2016-09-25-18-2
3.2,W1-2C-5<W1-2-05>,2016-09-25-18-3
2.9,W1-2C-5<W1-2-05>,2016-09-25-18-4
2.8,W1-2C-5<W1-2-05>,2016-09-25-18-5
2.1,W1-2C-6<W1-2-06>,2016-09-25-15-0
2.5,W1-2C-6<W1-2-06>,2016-09-25-15-1
2.8,W1-2C-6<W1-2-06>,2016-09-25-15-2
2.9,W1-2C-6<W1-2-06>,2016-09-25-15-3
2.8,W1-2C-6<W1-2-06>,2016-09-25-15-4
2.9,W1-2C-6<W1-2-06>,2016-09-25-15-5
3.2,W1-2C-6<W1-2-06>,2016-09-25-16-0
3.3,W1-2C-6<W1-2-06>,2016-09-25-16-1
3.0,W1-2C-6<W1-2-06>,2016-09-25-16-2
2.3,W1-2C-6<W1-2-06>,2016-09-25-16-3
2.4,W1-2C-6<W1-2-06>,2016-09-25-16-4
2.5,W1-2C-6<W1-2-06>,2016-09-25-16-5
2.5,W1-2C-6<W1-2-06>,2016-09-25-17-0
2.5,W1-2C-6<W1-2-06>,2016-09-25-17-1
3.4,W1-2C-6<W1-2-06>,2016-09-25-17-2
3.3,W1-2C-6<W1-2-06>,2016-09-25-17-3
3.3,W1-2C-6<W1-2-06>,2016-09-25-17-4
2.7,W1-2C-6<W1-2-06>,2016-09-25-17-5
2.8,W1-2C-6<W1-2-06>,2016-09-25-18-0
2.5,W1-2C-6<W1-2-06>,2016-09-25-18-1
